m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
591,Panama,,21111.01,"Meat of cattle, fresh or chilled",2001,2.6,2.60%,1750,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,21113.01,"Meat of pig, fresh or chilled",2001,2.95,2.95%,527,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,21121,"Meat of chickens, fresh or chilled",2001,2.45,2.45%,2152,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,231,"Hen eggs in shell, fresh",2000,5,5%,619,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,21111.01,"Meat of cattle, fresh or chilled",2000,2.6,2.60%,1809,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,21113.01,"Meat of pig, fresh or chilled",2000,2.95,2.95%,637,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,21121,"Meat of chickens, fresh or chilled",2000,3.24,3.24%,2635,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21113.01,"Meat of pig, fresh or chilled",2007,20.08,20.08%,23000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21115,"Meat of sheep, fresh or chilled",2007,35,35%,11843.65,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21111.01,"Meat of cattle, fresh or chilled",2006,31.73,31.73%,51582,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21113.01,"Meat of pig, fresh or chilled",2006,21.01,21.01%,22826,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21115,"Meat of sheep, fresh or chilled",2006,35,35%,11873.75,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21113.01,"Meat of pig, fresh or chilled",2005,21.13,21.13%,21746,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21115,"Meat of sheep, fresh or chilled",2005,35,35%,11790.1,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21113.01,"Meat of pig, fresh or chilled",2004,21.11,21.11%,20678,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21115,"Meat of sheep, fresh or chilled",2004,35,35%,11793.25,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21111.01,"Meat of cattle, fresh or chilled",2003,30.68,30.68%,42419,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21113.01,"Meat of pig, fresh or chilled",2003,21.17,21.17%,19630,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21115,"Meat of sheep, fresh or chilled",2003,35,35%,11179.35,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21111.01,"Meat of cattle, fresh or chilled",2002,33.76,33.76%,45279,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21113.01,"Meat of pig, fresh or chilled",2002,21.18,21.18%,19595,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21115,"Meat of sheep, fresh or chilled",2002,35,35%,11006.45,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21111.01,"Meat of cattle, fresh or chilled",2001,33.46,33.46%,44165,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21113.01,"Meat of pig, fresh or chilled",2001,21.11,21.11%,19797,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21115,"Meat of sheep, fresh or chilled",2001,35,35%,11196.15,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21111.01,"Meat of cattle, fresh or chilled",2000,33.48,33.48%,43604,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21113.01,"Meat of pig, fresh or chilled",2000,21.17,21.17%,19382,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
604,Peru,,21115,"Meat of sheep, fresh or chilled",2000,35,35%,10879.05,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2013,0.18,0.18%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2012,0.38,0.38%,2000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2011,0.35,0.35%,2000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2010,0.31,0.31%,2000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2009,0.17,0.17%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2008,0.17,0.17%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2007,0.18,0.18%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2006,0.19,0.19%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2005,0.19,0.19%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2004,0.39,0.39%,2000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2003,0.2,0.20%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2002,0.32,0.32%,1568,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2001,0.3,0.30%,1344,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,231,"Hen eggs in shell, fresh",2000,0.3,0.30%,1288,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2013,0.21,0.21%,4840,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2012,0.22,0.22%,5060,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2011,0.24,0.24%,5500,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2010,0.25,0.25%,5700,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2009,0.17,0.17%,3700,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2008,0.18,0.18%,3800,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2007,0.2,0.20%,4300,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2006,0.16,0.16%,3304,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2005,0.14,0.14%,2800,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2004,0.09,0.09%,1736,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2003,0.12,0.12%,2464,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2002,0.1,0.10%,1960,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2001,0.09,0.09%,1848,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
643,Russian Federation,,231,"Hen eggs in shell, fresh",2000,0.1,0.10%,1904,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
682,Saudi Arabia,,2121.01,Camels,2019,14.5,14.50%,,"Farm, Manufacturing, Transportation",Whole supply chain,,,,Modelled Estimates,"National program for reducing flw in ksa (2019), Saudi FLW baseline. Food Loss and Food Waste Index in the Kingdom of Saudi Arabia",, Reference has been generated automatically
682,Saudi Arabia,,2122,Sheep,2019,7,7%,,"Farm, Manufacturing, Transportation",Whole supply chain,,,,Modelled Estimates,"National program for reducing flw in ksa (2019), Saudi FLW baseline. Food Loss and Food Waste Index in the Kingdom of Saudi Arabia",, Reference has been generated automatically
688,Serbia,,231,"Hen eggs in shell, fresh",2017,0.24,0.24%,215,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
688,Serbia,,231,"Hen eggs in shell, fresh",2016,0.25,0.25%,228,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
688,Serbia,,231,"Hen eggs in shell, fresh",2015,0.26,0.26%,267,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
688,Serbia,,231,"Hen eggs in shell, fresh",2014,0.53,0.53%,505,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
688,Serbia,,2910,Natural honey,2014,3.17,3.17%,139,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
710,South Africa,,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,7,7,,,Whole supply chain,,,,No Data Collection Specified,"A. Nahman, W. de Lange / Waste Management 33 (2013) 2493–2500",,
752,Sweden,,231,"Hen eggs in shell, fresh",2013,3.6,3.60%,,Harvesting,Harvest,,quality deviations,45,Survey,"Hollstedt, 2011",,Expanded from loss factor 21119 based on the period_years.
752,Sweden,,231,"Hen eggs in shell, fresh",2012,3.6,3.60%,,Harvesting,Harvest,,quality deviations,45,Survey,"Hollstedt, 2011",,Expanded from loss factor 21119 based on the period_years.
752,Sweden,,22251.01,Cheese from whole cow milk,2011,0.5,0.5,,,,,,,No Data Collection Specified,Eriksson 2012,,
752,Sweden,,22290,Dairy products n.e.c.,2011,0.3,0.3,,,,,,,No Data Collection Specified,Eriksson 2012,,
752,Sweden,,231,"Hen eggs in shell, fresh",2011,3.6,3.60%,,Harvesting,Harvest,,quality deviations,45,Survey,"Hollstedt, 2011",,Expanded from loss factor 21119 based on the period_years.
792,Turkey,,21121,"Meat of chickens, fresh or chilled",2014,0.4,0.4,,,Transport,,Mortality,,No Data Collection Specified,"(Aral et al, 2014)",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
792,Turkey,,21121,"Meat of chickens, fresh or chilled",2014,5.9,5.9,,,Transport,,live weight loss,,No Data Collection Specified,"(Aral et al, 2014)",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
792,Turkey,,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,0.2,0.20%,,"Handling, Storage",Storage,,,,Literature Review,"Xue Li et al, 2017",,
792,Turkey,,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,0.5,0.50%,,Distribution,Wholesale,,,,Literature Review,"Xue Li et al, 2017",,
792,Turkey,,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,5,5%,,Manufacturing,Processing,,,,Literature Review,"Xue Li et al, 2017",,
804,Ukraine,,22290,Dairy products n.e.c.,2013,7.4,7.40%,,,Wholesale,,,,Modelled Estimates,"Tanic, Stjepan (REUT) (2019), prepared by daniel themen",, Reference has been generated automatically
804,Ukraine,,22290,Dairy products n.e.c.,2013,7.6,7.60%,,,Households,,,,Modelled Estimates,"Tanic, Stjepan (REUT) (2019), prepared by daniel themen",, Reference has been generated automatically
804,Ukraine,,22290,Dairy products n.e.c.,2013,16.7,16.70%,,,Farm,,,,Modelled Estimates,"Tanic, Stjepan (REUT) (2019), prepared by daniel themen",, Reference has been generated automatically
804,Ukraine,,22290,Dairy products n.e.c.,2013,6,6.00%,,,Processing,,,,Modelled Estimates,"Tanic, Stjepan (REUT) (2019), prepared by daniel themen",, Reference has been generated automatically
804,Ukraine,,21111.01,"Meat of cattle, fresh or chilled",2000,0.13,0.13%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
826,United Kingdom of Great Britain and Northern Ireland,,22290,Dairy products n.e.c.,2014,1,1%,,Retailing,Retail,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
826,United Kingdom of Great Britain and Northern Ireland,,21115,"Meat of sheep, fresh or chilled",2014,3.7,3.70%,,Retailing,Retail,,,,Survey,"Carlos Mena,Leon A. Terry,Adrian Williams,Lisa Ellram (2014), Causes of waste across multi-tier supply networks: Cases in the UK food sector",, Reference has been generated automatically
826,United Kingdom of Great Britain and Northern Ireland,,21115,"Meat of sheep, fresh or chilled",2014,22.6,22.60%,,Harvesting,Harvest,,,,Survey,"Carlos Mena,Leon A. Terry,Adrian Williams,Lisa Ellram (2014), Causes of waste across multi-tier supply networks: Cases in the UK food sector",, Reference has been generated automatically
826,United Kingdom,,231,"Hen eggs in shell, fresh",2007,0.79,0.79%,4550,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
826,United Kingdom,,231,"Hen eggs in shell, fresh",2006,0.77,0.77%,4550,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
826,United Kingdom,,231,"Hen eggs in shell, fresh",2005,0.91,0.91%,5570,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
826,United Kingdom,,231,"Hen eggs in shell, fresh",2004,0.9,0.90%,5570,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
826,United Kingdom,,231,"Hen eggs in shell, fresh",2003,0.83,0.83%,4870,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
826,United Kingdom,,231,"Hen eggs in shell, fresh",2002,0.82,0.82%,4870,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
826,United Kingdom,,231,"Hen eggs in shell, fresh",2001,0.93,0.93%,5570,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
826,United Kingdom,,231,"Hen eggs in shell, fresh",2000,0.86,0.86%,4872,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
840,United States of America,,231,"Hen eggs in shell, fresh",2019,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2018,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2017,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2016,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2015,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2014,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,2920,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",2014,50,50%,,,Whole supply chain,,,,Literature Review,"lenca (2014), retail food waste management",,"Sourced from Gunders, (2012) Reference has been generated automatically"
840,United States of America,,231,"Hen eggs in shell, fresh",2014,7,7%,,,Whole supply chain,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,21115,"Meat of sheep, fresh or chilled",2014,13,13%,,Processing,Processing,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,21181,"Pig meat, cuts, salted, dried or smoked (bacon and ham)",2014,10,10%,,Processing,Processing,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,22290,Dairy products n.e.c.,2014,2,1-3%,,Farm,Farm,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,22290,Dairy products n.e.c.,2014,11,11%,,,Whole supply chain,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,22290,Dairy products n.e.c.,2014,1,1%,,Processing,Processing,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,231,"Hen eggs in shell, fresh",2013,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2012,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,22290,Dairy products n.e.c.,2012,9,9,,,Retail,,,,,Buzby and Hyman 2012,http://ucce.ucdavis.edu/files/datastore/234-2425.pdf,
840,United States of America,,22290,Dairy products n.e.c.,2012,11,11,,,Retail,,,,No Data Collection Specified,Buzby and Hyman 2012,http://ucce.ucdavis.edu/files/datastore/234-2425.pdf,
840,United States of America,,231,"Hen eggs in shell, fresh",2011,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2010,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,2122,Sheep,2010,0.009195652,0.009195652,634500 head,,Harvest,,Predators; Respiratory problems; digestive problems ; harsh winter,,Survey,USDA NASS,http://usda.mannlib.cornell.edu/usda/current/sgdl/sgdl-05-27-2010.pdf,
840,United States of America,,2123,Goats,2010,0.015095368,0.015095368,"554,000 head",,Harvest,,Predators; Respiratory problems; digestive problems ; harsh winter,,Survey,USDA NASS,http://usda.mannlib.cornell.edu/usda/current/sgdl/sgdl-05-27-2010.pdf,
840,United States of America,,2111,Cattle,2010,4.3,4.3,3.99 million head,,Harvest,,Predators; Respiratory problems; digestive problems,,Survey,USDA NASS,http://usda.mannlib.cornell.edu/usda/current/CattDeath/CattDeath-05-12-2011.pdf,
840,United States of America,,231,"Hen eggs in shell, fresh",2009,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2008,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2008,9,9%,,Retailing,Retail,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
840,United States of America,,231,"Hen eggs in shell, fresh",2008,14,14%,,Consumption,Households,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
840,United States of America,,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,34,34%,,Consumption,Households,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
840,United States of America,,22290,Dairy products n.e.c.,2008,9,9%,,Retailing,Retail,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
840,United States of America,,22290,Dairy products n.e.c.,2008,15,15%,,Consumption,Households,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
840,United States of America,,22290,Dairy products n.e.c.,2008,11,11%,,Retailing,Retail,,,,Modelled Estimates,"(2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically
840,United States of America,,22290,Dairy products n.e.c.,2008,17,17%,,Consumption,Households,,,,Modelled Estimates,"(2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",, Reference has been generated automatically
840,United States of America,,231,"Hen eggs in shell, fresh",2007,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2006,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21121,"Meat of chickens, fresh or chilled",2006,4.5,4.50%,,Retailing,Retail,,,,Literature Review,"Xue Li et al, 2017",,Expanded from loss factor 21156 based on the period_years.
840,United States of America,,2111,Cattle,2006,4.7,4.7,4.05 million head,,Harvest,,Predators; Respiratory problems; digestive problems,,Survey,USDA NASS,http://usda.mannlib.cornell.edu/usda/nass/CattDeath//2000s/2006/CattDeath-05-05-2006.pdf,
840,United States of America,,2122,Sheep,2006,0.077961039,0.077961039,"600,300 head",,Harvest,,Predators; Respiratory problems; digestive problems ; harsh winter,,Survey,USDA NASS,http://usda.mannlib.cornell.edu/usda/nass/sgdl//2000s/2005/sgdl-05-06-2005.pdf,
840,United States of America,,2123,Goats,2006,0.119654179,0.119654179,"415,200  head",,Harvest,,Predators; Respiratory problems; digestive problems ; harsh winter,,Survey,USDA NASS,http://usda.mannlib.cornell.edu/usda/nass/sgdl//2000s/2005/sgdl-05-06-2005.pdf,
840,United States of America,,231,"Hen eggs in shell, fresh",2005,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21121,"Meat of chickens, fresh or chilled",2005,4.5,4.50%,,Retailing,Retail,,,,Literature Review,"Xue Li et al, 2017",,Expanded from loss factor 21156 based on the period_years.
840,United States of America,,231,"Hen eggs in shell, fresh",2004,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2003,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2002,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2001,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,231,"Hen eggs in shell, fresh",2000,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
862,Venezuela (Bolivarian Republic of),,22251.01,Cheese from Whole Cow Milk,2013,0.94,0.94%,1896,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,22251.01,Cheese from Whole Cow Milk,2012,0.36,0.36%,802,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,22251.01,Cheese from Whole Cow Milk,2011,0.37,0.37%,787,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,22251.01,Cheese from Whole Cow Milk,2010,0.32,0.32%,682,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21111.01,"Meat of cattle, fresh or chilled",2009,5.64,5.64%,27759,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,22251.01,Cheese from Whole Cow Milk,2007,0.25,0.25%,386,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,22251.01,Cheese from Whole Cow Milk,2006,0.17,0.17%,166,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,22251.01,Cheese from Whole Cow Milk,2005,0.16,0.16%,154,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21111.01,"Meat of cattle, fresh or chilled",2004,5.12,5.12%,19247,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21113.02,"Meat of pig boneless (pork), fresh or chilled",2004,2.74,2.74%,1864,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21511.02,"Pig, Butcher Fat",2004,9.32,9.32%,2044,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21512,"Cattle fat, unrendered",2004,13.32,13.32%,1560,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,22251.01,Cheese from Whole Cow Milk,2004,0.13,0.13%,115,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21111.01,"Meat of cattle, fresh or chilled",2003,5,5%,21760,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21113.02,"Meat of pig boneless (pork), fresh or chilled",2003,1.58,1.58%,1272,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21511.02,"Pig, Butcher Fat",2003,9.05,9.05%,2464,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
862,Venezuela (Bolivarian Republic of),,21512,"Cattle fat, unrendered",2003,9.85,9.85%,1384,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
